>>> bench-local

*** neotest: node
date:	Mon, 05 Mar 2018 14:03:41 +0300
xnode:	neotest@rio.kirr.nexedi.com (2401:5180:0:2a::1 192.168.0.6)
uname:	Linux rio 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7-3770S CPU @ 3.10GHz
cpu/[0-7]/freq: intel_pstate/performance [3.10GHz - 3.10GHz]
cpu/[0-7]/idle: intel_idle/menu: POLL(0μs) C1(1μs) C1E(10μs) C3(59μs) C6(80μs)
WARNING: cpu: C-state exit-latency is max 80μs - up to that can add to networked and IPC request-reply latency
disk/sda: Samsung SSD 840   rev BB0Q 931.5G
nic/eth0: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
nic/eth0/features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/eth0/coalesce: rxc: 200μs/4f/0μs-irq/0f-irq,  txc: 200μs/4f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/eth0: TSO not enabled - TCP latency with packets > MSS will be poor
WARNING: nic/eth0: RX coalesce latency is max 200μs - that will add to networked request-reply latency
nic/eth1: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
nic/eth1/features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/eth1/coalesce: rxc: 0μs/1f/0μs-irq/0f-irq,  txc: 0μs/1f/0μs-irq/0f-irq
nic/eth1/status:   down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/eth1: TSO not enabled - TCP latency with packets > MSS will be poor
sw/python:          Python 2.7.14+
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8-1588-g916782b6
sw/zodb:            5.3.0
sw/zeo:             5.1.1
sw/mysqlclient:     1.3.12
sw/wendelin.core:   0.11

*** cpu:

node:	rio
cluster:
Benchmarkpystone 1 144446 pystone/s	# POLL·0 C1·2 C1E·7 C3·3 C6·154
Benchmarkpystone 1 147504 pystone/s	# POLL·0 C1·4 C1E·4 C3·10 C6·147
Benchmarkpystone 1 146969 pystone/s	# POLL·0 C1·12 C1E·4 C3·5 C6·142
Benchmarkpystone 1 145466 pystone/s	# POLL·0 C1·19 C1E·3 C3·10 C6·166
Benchmarkpystone 1 145452 pystone/s	# POLL·1 C1·2 C1E·2 C3·7 C6·134
Benchmarkunzlib/py/prod1-max 3657	298.533 µs/op	# POLL·0 C1·8 C1E·13 C3·4 C6·192
Benchmarkunzlib/py/prod1-max 3660	298.238 µs/op	# POLL·1 C1·18 C1E·4 C3·8 C6·190
Benchmarkunzlib/py/prod1-max 3661	298.222 µs/op	# POLL·1 C1·31 C1E·15 C3·1 C6·227
Benchmarkunzlib/go/prod1-max 5000	284.970 µs/op	# POLL·2 C1·286 C1E·310 C3·38 C6·2084
Benchmarkunzlib/go/prod1-max 5000	284.844 µs/op	# POLL·0 C1·236 C1E·368 C3·31 C6·2061
Benchmarkunzlib/go/prod1-max 5000	285.259 µs/op	# POLL·0 C1·269 C1E·348 C3·46 C6·1993
Benchmarkunzlib/go/prod1-max 5000	284.534 µs/op	# POLL·0 C1·267 C1E·200 C3·20 C6·2054
Benchmarkunzlib/go/prod1-max 5000	285.037 µs/op	# POLL·0 C1·286 C1E·200 C3·43 C6·2002
node:	rio
cluster:

*** disk: random direct (no kernel cache) 4K-read latency

--- . (ext4 /dev/sda1) ioping statistics ---
30.7 k requests completed in 2.97 s, 119.8 MiB read, 10.3 k iops, 40.4 MiB/s
generated 30.7 k requests in 3.00 s, 119.8 MiB, 10.2 k iops, 39.9 MiB/s
min/avg/max/mdev = 38.5 us / 96.7 us / 156.1 us / 7.25 us
Benchmarkdisk/randread/direct/4K-min 1 38.5 us/op
Benchmarkdisk/randread/direct/4K-avg 1 96.7 us/op
< 95.7 us	695	| *
< 98.7 us	27913	| *********************************************
< 101.8 us	1925	| ***
< 104.8 us	12	| 
< 107.8 us	9	| 
< 110.8 us	12	| 
< 113.8 us	0	| 
< 116.9 us	0	| 
< 119.9 us	0	| 
< 122.9 us	0	| 
< 125.9 us	0	| 
< 128.9 us	0	| 
< 131.9 us	0	| 
< 135.0 us	0	| 
< 138.0 us	0	| 
< 141.0 us	0	| 
< 144.0 us	0	| 
< 147.0 us	0	| 
< 150.1 us	0	| 
< 153.1 us	0	| 
< 156.1 us	0	| 
<       +∞	0	| 
# POLL·248 C1·292649 C1E·153 C3·19 C6·988

--- . (ext4 /dev/sda1) ioping statistics ---
30.6 k requests completed in 2.97 s, 119.7 MiB read, 10.3 k iops, 40.3 MiB/s
generated 30.6 k requests in 3.00 s, 119.7 MiB, 10.2 k iops, 39.9 MiB/s
min/avg/max/mdev = 38.5 us / 96.8 us / 125.4 us / 7.08 us
Benchmarkdisk/randread/direct/4K-min 1 38.5 us/op
Benchmarkdisk/randread/direct/4K-avg 1 96.8 us/op
< 94.7 us	467	| 
< 95.5 us	56	| 
< 96.2 us	591	| 
< 97.0 us	3667	| *****
< 97.7 us	10318	| ****************
< 98.5 us	11140	| ******************
< 99.2 us	3876	| ******
< 100.0 us	339	| 
< 100.7 us	19	| 
< 101.5 us	27	| 
< 102.2 us	8	| 
< 103.0 us	3	| 
< 103.8 us	4	| 
< 104.5 us	3	| 
< 105.3 us	3	| 
< 106.0 us	0	| 
< 106.8 us	2	| 
< 107.5 us	5	| 
< 108.3 us	6	| 
< 109.0 us	3	| 
< 109.8 us	4	| 
<       +∞	2	| 
# POLL·1 C1·30650 C1E·38 C3·4 C6·192

--- . (ext4 /dev/sda1) ioping statistics ---
30.6 k requests completed in 2.97 s, 119.6 MiB read, 10.3 k iops, 40.3 MiB/s
generated 30.6 k requests in 3.00 s, 119.6 MiB, 10.2 k iops, 39.9 MiB/s
min/avg/max/mdev = 38.4 us / 96.9 us / 2.34 ms / 17.3 us
Benchmarkdisk/randread/direct/4K-min 1 38.4 us/op
Benchmarkdisk/randread/direct/4K-avg 1 96.9 us/op
< 40.9 us	479	| 
< 44.7 us	32	| 
< 48.6 us	0	| 
< 52.4 us	0	| 
< 56.2 us	0	| 
< 60.0 us	0	| 
< 63.9 us	0	| 
< 67.7 us	0	| 
< 71.5 us	0	| 
< 75.4 us	0	| 
< 79.2 us	0	| 
< 83.0 us	0	| 
< 86.8 us	0	| 
< 90.7 us	0	| 
< 94.5 us	2	| 
< 98.3 us	23987	| ***************************************
< 102.1 us	5955	| *********
< 106.0 us	33	| 
< 109.8 us	21	| 
< 113.6 us	2	| 
< 117.4 us	1	| 
<       +∞	5	| 
# POLL·5 C1·30645 C1E·53 C3·7 C6·318

--- . (ext4 /dev/sda1) ioping statistics ---
30.6 k requests completed in 2.97 s, 119.5 MiB read, 10.3 k iops, 40.3 MiB/s
generated 30.6 k requests in 3.00 s, 119.5 MiB, 10.2 k iops, 39.8 MiB/s
min/avg/max/mdev = 38.5 us / 97.0 us / 111.0 us / 6.80 us
Benchmarkdisk/randread/direct/4K-min 1 38.5 us/op
Benchmarkdisk/randread/direct/4K-avg 1 97.0 us/op
< 38.7 us	3	| 
< 41.9 us	421	| 
< 45.2 us	3	| 
< 48.4 us	0	| 
< 51.7 us	0	| 
< 54.9 us	0	| 
< 58.1 us	0	| 
< 61.4 us	0	| 
< 64.6 us	0	| 
< 67.9 us	0	| 
< 71.1 us	0	| 
< 74.4 us	0	| 
< 77.6 us	0	| 
< 80.8 us	0	| 
< 84.1 us	0	| 
< 87.3 us	0	| 
< 90.6 us	0	| 
< 93.8 us	0	| 
< 97.1 us	4117	| ******
< 100.3 us	25865	| ******************************************
< 103.5 us	56	| 
<       +∞	36	| 
# POLL·2 C1·30605 C1E·46 C3·4 C6·222

--- . (ext4 /dev/sda1) ioping statistics ---
30.6 k requests completed in 2.97 s, 119.5 MiB read, 10.3 k iops, 40.3 MiB/s
generated 30.6 k requests in 3.00 s, 119.5 MiB, 10.2 k iops, 39.8 MiB/s
min/avg/max/mdev = 38 us / 97.0 us / 1.60 ms / 14.0 us
Benchmarkdisk/randread/direct/4K-min 1 38 us/op
Benchmarkdisk/randread/direct/4K-avg 1 97.0 us/op
< 40.1 us	168	| 
< 43.3 us	297	| 
< 46.5 us	0	| 
< 49.7 us	0	| 
< 52.9 us	0	| 
< 56.2 us	1	| 
< 59.4 us	0	| 
< 62.6 us	0	| 
< 65.8 us	0	| 
< 69.0 us	0	| 
< 72.2 us	0	| 
< 75.4 us	0	| 
< 78.7 us	0	| 
< 81.9 us	0	| 
< 85.1 us	0	| 
< 88.3 us	0	| 
< 91.5 us	0	| 
< 94.7 us	6	| 
